target,redirectURL,title,generator,statewideAlerts,stateTemplate,JQuery,GoogleAnalytics,errorcode,errormessage
https://cjp.ca.gov/,,CJP | Commission on Judicial Performance,CAWeb v.1.11.0,,https://cjp.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://cjp.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-N3F46379HC,G-Y7T2KCM7P1,UA-22544255-8,UA-3419582-2,UA-3419582-47",,
https://cjsp.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: cjsp.ca.gov. is not in the cert's altnames: DNS:*.senate.ca.gov, DNS:senate.ca.gov, DNS:www.senate.ca.gov"
https://claimit.ca.gov/,https://sco.ca.gov/search_upd.html,Search for Unclaimed Property,,,,,GTM-5D5F2SV,,
https://claimrequest.edd.ca.gov/,,Index - EDD.Claims.Website,,,https://california.azureedge.net/cdt/statetemplate/5.0.17/js/cagov.core.min.js,https://kendo.cdn.telerik.com/2020.3.915/js/jquery.min.js,"GTM-PXDRJNP,UA-3419582-31",,
https://cleancalifornia.dot.ca.gov/,,CleanCalifornia | Caltrans,,https://alert.cdt.ca.gov/,https://cleancalifornia.dot.ca.gov/js/cagov.core.min.js,https://code.jquery.com/jquery-3.4.1.min.js,"G-69TD0KNT0F,G-KSEZWYWEFM,UA-21431721-46",,
https://climateactioncorps.ca.gov/,https://www.californiavolunteers.ca.gov/climateactioncorps/,California Climate Action Corps | California Volunteers,CAWeb v.1.11.0,https://alert.cdt.ca.gov/alert.js?ver=1.0.0,https://www.californiavolunteers.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://www.californiavolunteers.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-T935JFYNE2,G-Y7T2KCM7P1,GTM-TZDK45W,UA-23110710-36,UA-3419582-2,UA-3419582-47",,
https://climatechange.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: climatechange.ca.gov. is not in the cert's altnames: DNS:*.energy.ca.gov, DNS:energy.ca.gov"
https://climateresilience.ca.gov/,,California Climate Adaptation Strategy,,,https://climateresilience.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.6.0.min.js,"G-69TD0KNT0F,G-HTRZSKEXJ7",,
https://clrc.ca.gov/,,,,,,,,ECONNREFUSED,connect ECONNREFUSED 128.120.47.45:443
https://clsd.ca.gov/,,Coast Life Support District – Ambulance & collaborative healthcare services for southern Mendocino and northern Sonoma County coastal communities,WordPress 6.3.4,,,https://clsd.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.0,,,
https://cmd.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND cmd.ca.gov
https://cmips.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND cmips.ca.gov
https://cnd.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND cnd.ca.gov
https://cnips.ca.gov/,,,,,,,,,
https://co.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND co.ca.gov
https://coastalwatersheds.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 134.186.52.47:443
https://code.ca.gov/,,Code | CA Code Open Source Code Repo,CAWeb v.1.11.0,,https://code.ca.gov/wp-content/themes/CAWeb/src/version-6.0/cagov.core.js?ver=1.11.0,https://code.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-V48N03F5V0,G-Y7T2KCM7P1,UA-20973992-27,UA-3419582-2,UA-3419582-47",,
https://cold.ca.gov/,,,,,,,,CERT_HAS_EXPIRED,certificate has expired
https://condadodesonoma.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND condadodesonoma.ca.gov
https://confire.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 12.230.37.5:443
https://conserve.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 40.112.192.59:443
https://consrv.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: consrv.ca.gov. is not in the cert's altnames: DNS:*.conservation.ca.gov, DNS:conservation.ca.gov"
https://corc.hcai.ca.gov/,,CORC,,,,,,,
https://corc.oshpd.ca.gov/,,CORC,,,,,,,
https://cortinacsd.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND cortinacsd.ca.gov
https://cotce.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND cotce.ca.gov
https://countyofmodoc.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND countyofmodoc.ca.gov
https://countyofsantaclara.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: countyofsantaclara.ca.gov. is not in the cert's altnames: DNS:*.sccgov.org, DNS:sccgov.org"
https://courtinfo.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: courtinfo.ca.gov. is not in the cert's altnames: DNS:courts.ca.gov, DNS:www.courts.ca.gov, DNS:appellatecases.courtinfo.ca.gov, DNS:cidcs.courtinfo.ca.gov, DNS:interpreterportal.courts.ca.gov, DNS:jbsis.courtinfo.ca.gov, DNS:jrn.courts.ca.gov, DNS:www2.courtinfo.ca.gov, DNS:www4.courtinfo.ca.gov"
https://courts-tc.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND courts-tc.ca.gov
https://covered.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 158.96.244.103:443
https://coveredca.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND coveredca.ca.gov
https://covid19.ca.gov/,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/nCoV2019.aspx,COVID-19 Home,,https://alert.cdt.ca.gov/,,https://www.cdph.ca.gov/Style%20Library/CDPH/js/jquery.min.js,"G-RESPONSIVE,GTM-KVN6ZCB",,
https://cpads.sco.ca.gov/,,State Controller's Office CPA Directory Service (CPADS),,,,,GTM-MWCXZTZ,,
https://cpec.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND cpec.ca.gov
https://cphcs.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND cphcs.ca.gov
https://cphcs.hodesiq.com/,http://cchcs.ca.gov/careers/,Careers - CCHCS,CAWeb v.1.11.0,,http://cchcs.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,http://cchcs.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-Q9Y67HPNNY,G-Y7T2KCM7P1,GTM-T7W8RZ8,UA-3419582-2,UA-3419582-47",,
https://cpost.ca.gov/,,CPOST | Commission on Correctional Peace Officer Standards and Training (CPOST),CAWeb v.1.11.0,,https://cpost.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://cpost.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-7XL4THCV92,G-Y7T2KCM7P1,UA-20973992-25,UA-3419582-2,UA-3419582-47",,
https://cradletocareer.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND cradletocareer.ca.gov
https://crawlers.newgen.co/,,Log IN,,,,https://crawlers.newgen.co/bower_components/jquery/dist/jquery.min.js,,,
https://crb.ca.gov/,,Colorado River Board,,https://alert.cdt.ca.gov/,https://crb.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,"UA-3419582-2,UA-59627195-4",,
https://creec.conservation.ca.gov/,,Carbon Sequestration | CREEC,,,,https://creec.conservation.ca.gov/dist/jquery/dist/jquery.min.js,"UA-3419582-2,UA-34494709-5",,
https://crob.ca.gov/,,C-ROB – California Rehabilitation Oversight Board,WordPress 6.5.4,,,https://crob.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,G-QLV9BHLEDN,,
https://csb-cde.ca.gov/,,"California School for the Blind, Fremont",,,,https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js,G-CZVXSCW7Y7,,
https://csdf-cde.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND csdf-cde.ca.gov
https://csdr-cde.ca.gov/,,CSD Riverside,,,,https://csdr-cde.ca.gov/assets/js/jquery-3.2.1.slim.min.js,G-KM0EBRSG3J,,
https://cse.ca.gov/,,,,,,,,ETIMEDOUT,
https://csm.ca.gov/,,Commission on State Mandates,,,https://csm.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.5.1.min.js,,,
https://csr.dot.ca.gov/,,Submit Customer Service Request,,,https://csr.dot.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,"UA-21431721-9,UA-3419582-2",,
https://csssa.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,Hostname/IP does not match certificate's altnames: Host: csssa.ca.gov. is not in the cert's altnames: DNS:www.csssa.ca.gov
https://ctc.ca.gov/,,,,,,,,,Resource was not loaded. Status: 502
https://cuiab.ca.gov/,,California Unemployment Insurance Appeals Board | The California Unemployment Insurance Appeals Board has a long tradition of protecting the rights of employers and unemployed or disabled workers.,CAWeb v.1.11.0,,https://cuiab.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://cuiab.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-Y7T2KCM7P1,GTM-W6WGLB2,UA-3419582-2,UA-3419582-47",,
https://cv.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND cv.ca.gov
https://cvflood.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 134.186.116.57:443
https://cvfpb.ca.gov/,,Central Valley Flood Protection Board – State of California,,https://alert.cdt.ca.gov/,https://cvfpb.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,"G-KET7KQ57KC,UA-3419582-2",,
https://cvmc.ca.gov/,,Coachella Valley Mountain Conservancy – Our mission is to protect the natural and cultural resources of the Coachella Valley,,https://alert.cdt.ca.gov/,https://cvmc.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,"UA-3419582-14,UA-3419582-2",,
https://cvmdistrict.ca.gov/,,"Clovis Veterans Memorial District | Clovis, CA",Wix.com Website Builder,,,,"G-BACKGROUND,G-PROVISIONI,G-TRANSLATIO",,
https://cwc.ca.gov/,,California Water Commission,,,,https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,GTM-KZVRVN6,,
https://cwdb.ca.gov/,,CWDB | California Workforce Development Board,CAWeb v.1.11.0,https://alert.cdt.ca.gov/alert.js?ver=1.0.0,https://cwdb.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://cwdb.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-TQ5Q6K3P3K,G-Y7T2KCM7P1,UA-3419582-2,UA-3419582-47",,
https://cwds.ca.gov/,,You are being redirected...,,,,,,,
https://cww.water.ca.gov/,,California Water Watch,,https://alert.cdt.ca.gov/,https://cww.water.ca.gov/resources/js/cagov.core.js?v=1.0.8,https://cww.water.ca.gov/resources/js/jquery/3.2.1/jquery.min.js?v=1.0.8,G-G9NNQTSS8V,,
https://danville.ca.gov/,,"Danville, CA | Official Website",,,,https://danville.ca.gov/Assets/Scripts/jQuery/jquery-2.2.4.min.js,"G-K6CCK2JPQ9,GTM-K73C5PS,GTM-WKGQMK5",,
https://das.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND das.ca.gov
https://data.ca.gov/,,Welcome - California Open Data,ckan 2.9.9,,,https://code.jquery.com/jquery-1.11.0.min.js,"G-YZK8JCN4R2,GTM-TKCM6M7",,
https://data.debtwatch.treasurer.ca.gov/,,,,,,,,,Resource was not loaded. Status: 400
https://dbw.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: dbw.ca.gov. is not in the cert's altnames: DNS:*.parks.ca.gov, DNS:*.ohv.parks.ca.gov, DNS:olga.dbw.parks.ca.gov"
https://dbw.parks.ca.gov/,,Division of Boating and Waterways,,,,https://dbw.parks.ca.gov/vendor/jquery/jquery.min.js,"G-NQRMQVQ7T5,UA-3419582-2",,
https://dc-cde.ca.gov/,,Diagnostic Centers - Special Education (CA Dept of Education),Jekyll v3.8.5,,,https://code.jquery.com/jquery-3.2.1.slim.min.js,,,
https://dcalists.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 159.145.15.100:443
https://dcc-cde.ca.gov/,,"Diagnostic Center, Central California (DCC)",,,,https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js,G-DMB73EY1PT,,
https://dcn-cde.ca.gov/,,"Diagnostic Center, Northern California (DCN)",,,,https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js,"G-OLDSACRAME,G-WBWQR22BJZ",,
https://dcs-cde.ca.gov/,,"Diagnostic Center, Southern California",,,,https://dcs-cde.ca.gov/jquery/jquery-3-4-1.js,G-Z7339LS5S2,,
https://dcss.ca.gov/,,Dept. Child Support Services - Information about Child Support Services,CAWeb v.1.11.0,,https://dcss.ca.gov/wp-content/themes/CAWeb/src/version-6.0/cagov.core.js?ver=1.11.0,https://dcss.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-5433YW1BYG,G-69TD0KNT0F,G-Y7T2KCM7P1,UA-3419582-2,UA-3419582-47",,
https://deerspringsfpd.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND deerspringsfpd.ca.gov
https://delta.ca.gov/,,Delta Protection Commission – Committed to the Protection and Health of the Delta,,https://alert.cdt.ca.gov/,https://delta.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,"UA-20973992-19,UA-3419582-2",,
https://deltaconservancy.ca.gov/,,Delta Conservancy – Welcome,,https://alert.cdt.ca.gov/,https://deltaconservancy.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,"UA-3419582-2,UA-59627195-6",,
https://denti-cal.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND denti-cal.ca.gov
https://dev-www.dor.ca.gov/,,Home Page - CA Department of Rehabilitation,,https://alert.cdt.ca.gov/,https://cdn.cdt.ca.gov/cdt/statetemplate/6.3.1/js/cagov.core.min.js,,"G-69TD0KNT0F,UA-21431721-18,UA-3419582-2",,
https://dev.ceqanet.opr.ca.gov/,,CEQAnet,,,https://california.azureedge.net/cdt/statetemplate/5.5.21/js/cagov.core.min.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,UA-3419582-2,,
https://dfg.ca.gov/,,,,,,,,,Resource was not loaded. Status: 404
https://dfpi.ca.gov/,,The Department of Financial Protection and Innovation (DFPI) | Securing a fair and healthy financial services marketplace,CAWeb v.1.11.0,,https://dfpi.ca.gov/wp-content/themes/CAWeb/src/version-6.0/cagov.core.js?ver=1.11.0,https://dfpi.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-LDV6PXRQJZ,G-Y7T2KCM7P1,GTM-THQJCSG,UA-3419582-2,UA-3419582-47,UA-41828493-1",,
https://dhcsrightfax.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND dhcsrightfax.ca.gov
https://dhs.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://dinuba.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,Hostname/IP does not match certificate's altnames: Host: dinuba.ca.gov. is not in the cert's altnames: DNS:froxlor2.bcs-consulting.info
https://distancelearning.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND distancelearning.ca.gov
https://dlse.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,Hostname/IP does not match certificate's altnames: Host: dlse.ca.gov. is not in the cert's altnames: DNS:www.dir.ca.gov
https://dmac.ca.gov/,,Disaster Management Area C,,,,https://ajax.googleapis.com/ajax/libs/jquery/1.10.1/jquery.min.js,,,
https://dmae.ca.gov/,,HOME - Area E Disaster Management,WordPress 5.7.11,,,https://dmae.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.5.1,,,
https://dmca.ca.gov/,,,,,,,,ECONNRESET,Client network socket disconnected before secure TLS connection was established
https://dmvemailalert.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND dmvemailalert.ca.gov
https://dmvonline.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND dmvonline.ca.gov
https://dof.ca.gov/,,Department of Finance | State of California,CAWeb v.1.11.0,,https://dof.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://dof.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-VD26R84GCD,G-Y7T2KCM7P1,GTM-NP5WX3F,UA-21431721-3,UA-3419582-2,UA-3419582-47",,
https://domainnamerequest.cdt.ca.gov/,,Home,,,,,,,
https://dot.ca.gov/,,California Department of Transportation | Caltrans,,https://alert.cdt.ca.gov/,https://dot.ca.gov/js/cagov.core.min.js,https://code.jquery.com/jquery-3.4.1.min.js,"G-69TD0KNT0F,G-PXR8P55JR4,G-WLDEF7NZZ2,GTM-573PLG9",,
https://dpa.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 198.187.6.33:443
https://driveclean.ca.gov/,,DriveClean | Clean Car Buying Guide,Drupal 9 (https://www.drupal.org),,,,G-K1QKLZJMS0,,
https://dsh.ca.gov/,,California Department of State Hospitals,,https://alert.cdt.ca.gov/,https://dsh.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,GTM-P37W8DW,,
https://dss.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND dss.ca.gov
https://dts.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: dts.ca.gov. is not in the cert's altnames: DNS:*.go-vip.co, DNS:go-vip.co"
https://dublin.ca.gov/,,"Dublin, CA - Official Website | Official Website",,,,https://dublin.ca.gov/Assets/Scripts/jQuery/jquery-2.2.4.min.js,"G-J43R5LMW0E,GTM-K73C5PS,GTM-WKGQMK5",,
https://dwc.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND dwc.ca.gov
https://eaap.ca.gov/,,Education Audit Appeals Panel |,CAWeb v.1.11.0,,https://eaap.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://eaap.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-V284CPG2YF,G-Y7T2KCM7P1,UA-3419582-2,UA-3419582-47",,
https://eams.dwc.ca.gov/,,,,,,,,,
https://eamsprep.dwc.ca.gov/,,,,,,,,,
https://ears.dre.ca.gov/,,Escrow Activity Reporting System - DRE,,,,https://ears.dre.ca.gov/Scripts/jquery-3.7.0.min.js,,,
https://earthquake.ca.gov/,,California Earthquake Early Warning | California Earthquake Early Warning Information,CAWeb v.1.7.1,https://alert.cdt.ca.gov/,,https://c0.wp.com/c/6.1.6/wp-includes/js/jquery/jquery.min.js,"G-4NK0NC7W6K,G-69TD0KNT0F",,
https://ebt.ca.gov/,,,,,,,,CERT_HAS_EXPIRED,certificate has expired
https://ebudget.ca.gov/,,California Budget,,,,,G-4W7GTR6KWV,,
https://ecos.ca.gov/,https://ecos.ca.gov/Login.aspx?ReturnUrl=%2f,Exam and Cert Online System - Admin,,,,https://ecos.ca.gov/javascript/jquery-1.11.1.min.js,,,
https://edd.ca.gov/,,Employment Development Department | California,,https://alert.cdt.ca.gov/,https://edd.ca.gov/Assets/js/cagov.core.min.js,https://code.jquery.com/jquery-3.4.1.min.js,"G-69TD0KNT0F,G-KF25MR5YHK,GTM-N8KVMBR,UA-3419582-31",,
https://eddservices.edd.ca.gov/,,Employer Services Online,,,,,,,
https://edhfire.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: edhfire.ca.gov. is not in the cert's altnames: DNS:*.prod.phx3.secureserver.net, DNS:prod.phx3.secureserver.net"
https://edlapp.dmv.ca.gov/,https://www.dmv.ca.gov/portal/driver-licenses-identification-cards/dl-id-online-app-edl-44/,Apply Online for a Driver License or ID Card - California DMV,,,,https://www.dmv.ca.gov/portal/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"GTM-5BSDFST,GTM-KHCVGH4,UA-3419582-34",,
https://education.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND education.ca.gov
https://efiling.dir.ca.gov/,,,,,,,,,
https://efilingprep.dir.ca.gov/,,,,,,,,,
https://ehib.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND ehib.ca.gov
https://ehr.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND ehr.ca.gov
https://eitc.ca.gov/,https://www.cdss.ca.gov/earned-income-tax-credit,Earned Income Tax Credit,DotNetNuke ,,https://www.cdss.ca.gov/Portals/_default/skins/cagov-santabarbara//js/cagov.core.js,https://www.cdss.ca.gov/Resources/libraries/jQuery/03_02_01/jquery.js?cdv=630,UA-77698819-4,,
https://emsa.ca.gov/,,EMSA | Emergency Medical Services Authority,CAWeb v.1.11.0,,https://emsa.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://emsa.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-X6L4EHC0ZJ,G-Y7T2KCM7P1,UA-23110710-29,UA-3419582-2,UA-3419582-47",,
https://energysafety.ca.gov/,,Office of Energy Infrastructure Safety | Driving utility-related wildfire risk reduction for the State of California.,CAWeb v.1.9.0,https://alert.cdt.ca.gov/,,https://energysafety.ca.gov/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.25.0,"G-69TD0KNT0F,G-DCP197HRSL",,
https://eocs.dre.ca.gov/,,Enforcement Online Complaints,,,,https://eocs.dre.ca.gov/Scripts/jquery-ui.min.js,,,
https://escog.ca.gov/,,EASTERN SIERRA COUNCIL OF GOVERNMENTS JOINT POWERS AUTHORITY,,,,,"G-5CGC3ET1CB,G-88DC8715A2,G-A9EB87C1B7,G-ALTERNATIN,G-CC62B0E68D,G-COLLECTION,G-FC41044076",,
https://eservices.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND eservices.ca.gov
https://etp.ca.gov/,,Employment Training Panel | Employment Training Panel,CAWeb v.1.11.0,https://alert.cdt.ca.gov/alert.js?ver=1.0.0,https://etp.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://etp.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-CTKM4GM02H,G-Y7T2KCM7P1,UA-3419582-2,UA-3419582-47,UA-64276560-40",,
https://ets.cdpr.ca.gov/,,California Department of Pesticide Regulation Electronic Transfer System,,,https://ets.cdpr.ca.gov/state_templates/state-template-new/js/cagov.core.js,https://code.jquery.com/jquery-3.5.1.min.js,"G-69TD0KNT0F,G-THW4EX8XMS",,
https://evq.dtsc.ca.gov/,https://evq.dtsc.ca.gov/Home.aspx,Electronic Verification Questionnaire (eVQ) System,,,https://evq.dtsc.ca.gov/js/cagov.core.js?version=20190727v5,https://evq.dtsc.ca.gov/js/libs/jquery-3.7.0.min.js,"G-69TD0KNT0F,G-6GHG284R8P,UA-19066778-5,UA-3419582-14,UA-3419582-2",,
https://exams.spb.ca.gov/,,,,,,,,,
https://expositionpark.ca.gov/,,Exposition Park – Welcome,,https://alert.cdt.ca.gov/,https://expositionpark.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,"UA-3419582-2,UA-59627195-10",,
https://ferix.water.ca.gov/,,,,,,,,,
https://fgc.ca.gov/,,California Fish and Game Commission Home Page,,https://alert.cdt.ca.gov/,https://fgc.ca.gov/Portals/_default/skins/cagov_FGC/js/cagov.core.js,https://fgc.ca.gov/Resources/libraries/jQuery/03_07_01/jquery.js?cdv=496,G-QHR5ZZWW7J,,
https://filerequest.conservation.ca.gov/,,Search for a File to Request,,,https://filerequest.conservation.ca.gov/Scripts/cagov.core.min.js,https://filerequest.conservation.ca.gov/Scripts/jquery.js,"G-69TD0KNT0F,G-TB4GXTE2XM,UA-3419582-2,UA-34494709-1,UA-34494709-9",,
https://files.medi-cal.ca.gov/,,,,,,,,,
https://files.resources.ca.gov/,,files.resources.ca.gov — Domain default page,,,,,,,
https://film.ca.gov/,,California Film Commission | State of California,CAWeb v.1.5.2a,,,https://film.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,G-JDMK21MWQ4,,
https://findanewway.ca.gov/,https://findanewway.ca.gov/wp-login.php?redirect_to=%2F,Log In ‹ Find a new way — WordPress,,,,https://findanewway.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,,,
https://findrecreation.parks.ca.gov/,,,,,,,,,Resource was not loaded. Status: 404
https://fireandrescuetraining.ca.gov/,,,,,,,,CERT_HAS_EXPIRED,certificate has expired
https://firewood.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: firewood.ca.gov. is not in the cert's altnames: DNS:*.azureedge.net, DNS:*.media.microsoftstream.com, DNS:*.origin.mediaservices.windows.net, DNS:*.streaming.mediaservices.windows.net"
https://first5.ca.gov/,,First 5 California - Improving Lives of Children and Families,,,,https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.js,G-ZPMNSRN8SN,,
https://fiscal.ca.gov/,,FI$Cal - State of California. One state. One system.|,Divi Child v.3.11.1.1533591462,https://alert.cdt.ca.gov/,,https://fiscal.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"GTM-5TVLDSK,UA-3419582-2",,
https://fooddrive.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND fooddrive.ca.gov
https://forms.edd.ca.gov/,https://forms.edd.ca.gov/Forms,Online Forms and Publications,,,,https://forms.edd.ca.gov/Forms/bundles/jquery?v=5hTwZAgOL6y9QWy14bLU-vP302YrsxMx2mXqE9V7OjM1,"GTM-N8KVMBR,UA-3419582-2,UA-3419582-31",,
https://fosteryouthhelp.ca.gov/,,FYH | Foster Youth Help,CAWeb v.1.11.0,,https://fosteryouthhelp.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://fosteryouthhelp.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-4RW3WH91Z0,G-69TD0KNT0F,G-Y7T2KCM7P1,UA-31125811-40,UA-3419582-2,UA-3419582-47",,
https://fountainvalley.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
